order_id,customer_id,product_id,order_date,quantity,line_revenue,channel,source_system
ORD-000227,CUST-0008,SKU-0039,2026-04-30,5,16.0,ecommerce,Salesforce
ORD-000228,CUST-0008,SKU-0049,2026-04-30,10,78.0,rep,SAP
ORD-000229,CUST-0008,SKU-0048,2026-04-30,7,43.4,ecommerce,Salesforce
ORD-000230,CUST-0008,SKU-0005,2026-01-30,16,54.4,ecommerce,Salesforce
ORD-000231,CUST-0008,SKU-0031,2025-10-15,13,84.5,ecommerce,Salesforce
ORD-000233,CUST-0008,SKU-0058,2025-10-15,8,41.6,rep,SAP
ORD-000234,CUST-0008,SKU-0030,2025-10-15,18,41.4,ecommerce,Salesforce
ORD-000235,CUST-0008,SKU-0008,2025-12-02,7,14.7,rep,SAP
ORD-000236,CUST-0008,SKU-0042,2025-12-02,1,7.2,ecommerce,Salesforce
ORD-000237,CUST-0008,SKU-0007,2026-06-07,2,4.4,ecommerce,Salesforce
ORD-000238,CUST-0008,SKU-0010,2025-11-26,19,110.2,ecommerce,Salesforce
ORD-000239,CUST-0008,SKU-0053,2026-07-17,17,71.4,ecommerce,Salesforce
ORD-000240,CUST-0008,SKU-0053,2026-07-17,14,58.8,ecommerce,Salesforce
ORD-000241,CUST-0008,SKU-0050,2026-07-17,17,59.5,ecommerce,Salesforce
ORD-000242,CUST-0008,SKU-0010,2025-10-22,8,46.4,ecommerce,Salesforce
ORD-000244,CUST-0008,SKU-0038,2025-10-22,8,44.0,ecommerce,Salesforce
ORD-000245,CUST-0008,SKU-0006,2025-09-16,18,39.6,rep,SAP
ORD-000246,CUST-0008,SKU-0005,2025-09-16,7,23.8,rep,SAP
ORD-000247,CUST-0008,SKU-0039,2025-09-16,7,22.4,rep,SAP
ORD-000249,CUST-0009,SKU-0038,2026-04-09,8,44.0,ecommerce,Salesforce
ORD-000251,CUST-0009,SKU-0047,2026-04-02,16,204.8,rep,SAP
ORD-000252,CUST-0009,SKU-0052,2025-11-19,8,40.0,rep,SAP
ORD-000253,CUST-0009,SKU-0030,2025-11-19,5,11.5,ecommerce,Salesforce
ORD-000254,CUST-0009,SKU-0039,2025-11-19,18,57.6,ecommerce,Salesforce
ORD-000255,CUST-0009,SKU-0042,2025-12-16,16,115.2,ecommerce,Salesforce
ORD-000257,CUST-0009,SKU-0051,2025-12-16,2,8.4,rep,SAP
ORD-000259,CUST-0009,SKU-0001,2025-12-03,7,31.5,ecommerce,Salesforce
ORD-000260,CUST-0009,SKU-0043,2026-06-19,16,54.4,ecommerce,Salesforce
ORD-000261,CUST-0009,SKU-0051,2026-06-19,9,37.8,ecommerce,Salesforce
ORD-000262,CUST-0009,SKU-0050,2026-06-19,6,21.0,ecommerce,Salesforce
ORD-000263,CUST-0009,SKU-0052,2026-06-19,17,85.0,ecommerce,Salesforce
ORD-000264,CUST-0009,SKU-0006,2026-06-19,12,26.4,rep,SAP
ORD-000265,CUST-0009,SKU-0053,2025-12-09,2,8.4,ecommerce,Salesforce
ORD-000266,CUST-0009,SKU-0053,2025-12-09,1,4.2,rep,SAP
ORD-000268,CUST-0009,SKU-0030,2026-03-17,2,4.6,rep,SAP
ORD-000269,CUST-0009,SKU-0006,2026-03-17,11,24.2,ecommerce,Salesforce
ORD-000270,CUST-0010,SKU-0020,2026-08-06,6,84.0,ecommerce,Salesforce
ORD-000271,CUST-0010,SKU-0044,2026-08-06,18,160.2,ecommerce,Salesforce
ORD-000272,CUST-0010,SKU-0051,2026-08-06,12,50.4,ecommerce,Salesforce
ORD-000274,CUST-0010,SKU-0050,2026-02-26,15,52.5,ecommerce,Salesforce
ORD-000275,CUST-0010,SKU-0028,2026-02-26,6,31.2,ecommerce,Salesforce
ORD-000276,CUST-0010,SKU-0050,2026-02-26,8,28.0,rep,SAP
ORD-000277,CUST-0010,SKU-0041,2025-10-24,5,22.5,rep,SAP
ORD-000278,CUST-0010,SKU-0008,2025-10-24,15,31.5,ecommerce,Salesforce
ORD-000279,CUST-0010,SKU-0038,2025-10-24,15,82.5,ecommerce,Salesforce
ORD-000280,CUST-0010,SKU-0029,2025-10-24,18,41.4,ecommerce,Salesforce
ORD-000281,CUST-0010,SKU-0031,2026-01-20,3,19.5,rep,SAP
ORD-000282,CUST-0010,SKU-0016,2026-01-20,19,228.0,ecommerce,Salesforce
ORD-000283,CUST-0010,SKU-0030,2026-01-20,9,20.7,ecommerce,Salesforce
ORD-000284,CUST-0010,SKU-0030,2026-01-20,16,36.8,rep,SAP
ORD-000285,CUST-0010,SKU-0039,2025-12-11,4,12.8,ecommerce,Salesforce
ORD-000286,CUST-0010,SKU-0050,2025-12-11,11,38.5,ecommerce,Salesforce
ORD-000287,CUST-0010,SKU-0042,2025-12-11,20,144.0,ecommerce,Salesforce
ORD-000289,CUST-0010,SKU-0041,2026-01-17,16,72.0,rep,SAP
ORD-000291,CUST-0010,SKU-0053,2026-01-17,18,75.6,ecommerce,Salesforce
ORD-000292,CUST-0010,SKU-0050,2026-08-04,3,10.5,rep,SAP
ORD-000293,CUST-0010,SKU-0010,2026-08-04,10,58.0,ecommerce,Salesforce
ORD-000297,CUST-0010,SKU-0053,2026-03-11,12,50.4,ecommerce,Salesforce
ORD-000298,CUST-0010,SKU-0022,2026-05-22,14,112.0,ecommerce,Salesforce
ORD-000299,CUST-0010,SKU-0039,2026-05-22,12,38.4,ecommerce,Salesforce
ORD-000300,CUST-0010,SKU-0029,2026-05-22,1,2.3,ecommerce,Salesforce
ORD-000301,CUST-0010,SKU-0006,2026-05-22,4,8.8,rep,SAP
ORD-000302,CUST-0011,SKU-0051,2026-01-13,16,67.2,ecommerce,Salesforce
ORD-000303,CUST-0011,SKU-0029,2026-01-13,11,25.3,ecommerce,Salesforce
ORD-000304,CUST-0011,SKU-0002,2026-01-13,11,52.8,ecommerce,Salesforce
ORD-000305,CUST-0011,SKU-0029,2025-10-30,18,41.4,ecommerce,Salesforce
ORD-000306,CUST-0011,SKU-0041,2025-10-30,6,27.0,ecommerce,Salesforce
ORD-000307,CUST-0011,SKU-0057,2026-02-25,7,52.5,ecommerce,Salesforce
ORD-000308,CUST-0011,SKU-0052,2025-08-09,4,20.0,rep,SAP
ORD-000311,CUST-0011,SKU-0042,2026-05-04,19,136.8,ecommerce,Salesforce
ORD-000312,CUST-0011,SKU-0009,2026-05-04,6,57.0,ecommerce,Salesforce
ORD-000313,CUST-0011,SKU-0031,2026-02-21,6,39.0,ecommerce,Salesforce
ORD-000314,CUST-0011,SKU-0060,2026-02-21,6,27.0,ecommerce,Salesforce
ORD-000316,CUST-0011,SKU-0032,2026-02-21,5,18.0,ecommerce,Salesforce
ORD-000318,CUST-0011,SKU-0052,2026-05-21,1,5.0,rep,SAP
ORD-000319,CUST-0011,SKU-0051,2026-05-21,10,42.0,ecommerce,Salesforce
ORD-000320,CUST-0011,SKU-0050,2026-05-21,16,56.0,ecommerce,Salesforce
ORD-000321,CUST-0011,SKU-0042,2026-05-21,2,14.4,rep,SAP
ORD-000322,CUST-0011,SKU-0008,2025-11-26,2,4.2,ecommerce,Salesforce
ORD-000323,CUST-0011,SKU-0029,2025-11-26,4,9.2,rep,SAP
ORD-000324,CUST-0011,SKU-0038,2025-11-26,12,66.0,rep,SAP
ORD-000325,CUST-0011,SKU-0007,2025-11-26,7,15.4,rep,SAP
ORD-000326,CUST-0011,SKU-0029,2026-05-06,10,23.0,ecommerce,Salesforce
ORD-000327,CUST-0011,SKU-0058,2026-05-06,4,20.8,ecommerce,Salesforce
ORD-000328,CUST-0011,SKU-0008,2026-05-06,5,10.5,rep,SAP
ORD-000329,CUST-0011,SKU-0049,2025-10-20,13,101.4,ecommerce,Salesforce
ORD-000330,CUST-0011,SKU-0031,2025-10-20,15,97.5,ecommerce,Salesforce
ORD-000331,CUST-0011,SKU-0026,2025-10-20,17,105.4,rep,SAP
ORD-000332,CUST-0012,SKU-0058,2026-03-27,3,15.6,rep,SAP
ORD-000333,CUST-0012,SKU-0050,2026-03-27,3,10.5,rep,SAP
ORD-000334,CUST-0012,SKU-0053,2026-03-27,7,29.4,ecommerce,Salesforce
ORD-000336,CUST-0012,SKU-0009,2025-08-31,4,38.0,rep,SAP
ORD-000338,CUST-0012,SKU-0009,2026-07-05,12,114.0,ecommerce,Salesforce
ORD-000339,CUST-0012,SKU-0011,2026-07-05,2,6.4,ecommerce,Salesforce
ORD-000340,CUST-0012,SKU-0038,2026-07-05,3,16.5,rep,SAP
ORD-000341,CUST-0012,SKU-0051,2026-04-08,15,63.0,ecommerce,Salesforce
ORD-000342,CUST-0012,SKU-0009,2025-10-07,8,76.0,ecommerce,Salesforce
ORD-000343,CUST-0012,SKU-0030,2025-10-07,10,23.0,ecommerce,Salesforce
ORD-000344,CUST-0012,SKU-0009,2025-10-07,5,47.5,ecommerce,Salesforce
ORD-000345,CUST-0012,SKU-0039,2025-10-07,12,38.4,rep,SAP
ORD-000346,CUST-0012,SKU-0050,2025-10-23,7,24.5,ecommerce,Salesforce
ORD-000347,CUST-0012,SKU-0038,2025-10-23,13,71.5,ecommerce,Salesforce
ORD-000348,CUST-0012,SKU-0016,2025-10-23,9,108.0,ecommerce,Salesforce
ORD-000349,CUST-0012,SKU-0050,2025-10-23,1,3.5,rep,SAP
ORD-000350,CUST-0012,SKU-0058,2026-01-08,13,67.6,ecommerce,Salesforce
ORD-000351,CUST-0012,SKU-0016,2026-01-08,16,192.0,ecommerce,Salesforce
ORD-000354,CUST-0012,SKU-0002,2026-06-29,19,91.2,ecommerce,Salesforce
ORD-000355,CUST-0012,SKU-0038,2026-06-29,17,93.5,ecommerce,Salesforce
ORD-000356,CUST-0012,SKU-0028,2026-06-29,13,67.6,ecommerce,Salesforce
ORD-000359,CUST-0013,SKU-0049,2026-07-02,8,62.4,ecommerce,Salesforce
ORD-000360,CUST-0013,SKU-0008,2026-03-17,6,12.6,ecommerce,Salesforce
ORD-000361,CUST-0013,SKU-0042,2026-08-01,17,122.4,rep,SAP
ORD-000362,CUST-0013,SKU-0049,2025-10-31,4,31.2,rep,SAP
ORD-000363,CUST-0013,SKU-0018,2025-10-31,17,102.0,ecommerce,Salesforce
ORD-000364,CUST-0013,SKU-0039,2025-10-31,15,48.0,ecommerce,Salesforce
ORD-000365,CUST-0013,SKU-0050,2026-05-24,4,14.0,rep,SAP
ORD-000366,CUST-0013,SKU-0004,2026-05-24,1,3.2,ecommerce,Salesforce
ORD-000367,CUST-0013,SKU-0051,2026-02-19,14,58.8,ecommerce,Salesforce
ORD-000368,CUST-0013,SKU-0021,2026-02-19,9,64.8,rep,SAP
ORD-000370,CUST-0013,SKU-0005,2025-10-07,15,51.0,rep,SAP
ORD-000371,CUST-0013,SKU-0051,2025-10-07,15,63.0,ecommerce,Salesforce
ORD-000372,CUST-0013,SKU-0049,2025-10-07,20,156.0,ecommerce,Salesforce
ORD-000373,CUST-0013,SKU-0050,2025-10-07,7,24.5,rep,SAP
ORD-000374,CUST-0013,SKU-0009,2025-12-10,8,76.0,ecommerce,Salesforce
ORD-000375,CUST-0013,SKU-0029,2025-12-10,1,2.3,rep,SAP
ORD-000377,CUST-0013,SKU-0051,2025-10-18,14,58.8,rep,SAP
ORD-000378,CUST-0013,SKU-0006,2025-10-18,19,41.8,ecommerce,Salesforce
ORD-000379,CUST-0013,SKU-0005,2025-10-18,19,64.6,ecommerce,Salesforce
ORD-000380,CUST-0013,SKU-0050,2025-10-12,13,45.5,rep,SAP
ORD-000381,CUST-0013,SKU-0010,2025-10-12,3,17.4,rep,SAP
ORD-000382,CUST-0013,SKU-0039,2026-06-02,15,48.0,ecommerce,Salesforce
ORD-000384,CUST-0013,SKU-0007,2026-02-06,11,24.2,ecommerce,Salesforce
ORD-000385,CUST-0014,SKU-0030,2026-02-25,6,13.8,ecommerce,Salesforce
ORD-000386,CUST-0014,SKU-0005,2026-02-25,15,51.0,ecommerce,Salesforce
ORD-000387,CUST-0014,SKU-0007,2026-02-25,5,11.0,ecommerce,Salesforce
ORD-000389,CUST-0014,SKU-0007,2026-02-25,15,33.0,rep,SAP
ORD-000390,CUST-0014,SKU-0009,2026-01-23,6,57.0,rep,SAP
ORD-000391,CUST-0014,SKU-0010,2026-02-25,12,69.6,ecommerce,Salesforce
ORD-000392,CUST-0014,SKU-0004,2026-02-25,20,64.0,ecommerce,Salesforce
ORD-000393,CUST-0014,SKU-0042,2026-02-25,16,115.2,ecommerce,Salesforce
ORD-000395,CUST-0014,SKU-0051,2026-05-12,12,50.4,ecommerce,Salesforce
ORD-000396,CUST-0014,SKU-0030,2026-01-30,6,13.8,ecommerce,Salesforce
ORD-000397,CUST-0014,SKU-0009,2026-01-30,16,152.0,ecommerce,Salesforce
ORD-000398,CUST-0014,SKU-0011,2026-01-30,4,12.8,ecommerce,Salesforce
ORD-000399,CUST-0014,SKU-0007,2026-01-30,19,41.8,rep,SAP
ORD-000401,CUST-0014,SKU-0002,2026-07-30,12,57.6,rep,SAP
ORD-000402,CUST-0014,SKU-0039,2026-07-30,18,57.6,ecommerce,Salesforce
ORD-000403,CUST-0014,SKU-0052,2026-07-30,8,40.0,ecommerce,Salesforce
ORD-000405,CUST-0014,SKU-0006,2026-01-23,19,41.8,rep,SAP
ORD-000406,CUST-0014,SKU-0009,2026-01-23,12,114.0,rep,SAP
ORD-000407,CUST-0014,SKU-0030,2026-01-23,11,25.3,ecommerce,Salesforce
ORD-000408,CUST-0014,SKU-0051,2026-01-23,16,67.2,ecommerce,Salesforce
ORD-000409,CUST-0014,SKU-0015,2026-05-21,19,123.5,rep,SAP
ORD-000410,CUST-0014,SKU-0019,2026-05-21,5,42.5,ecommerce,Salesforce
ORD-000411,CUST-0014,SKU-0037,2026-05-21,13,40.3,rep,SAP
ORD-000413,CUST-0014,SKU-0039,2026-05-21,5,16.0,ecommerce,Salesforce
ORD-000414,CUST-0014,SKU-0058,2026-01-31,11,57.2,ecommerce,Salesforce
ORD-000415,CUST-0014,SKU-0029,2026-01-31,9,20.7,rep,SAP
ORD-000417,CUST-0014,SKU-0009,2026-04-16,16,152.0,rep,SAP
ORD-000418,CUST-0014,SKU-0015,2026-04-16,6,39.0,ecommerce,Salesforce
ORD-000419,CUST-0014,SKU-0029,2026-04-16,9,20.7,rep,SAP
ORD-000421,CUST-0015,SKU-0058,2026-01-27,16,83.2,rep,SAP
ORD-000422,CUST-0015,SKU-0010,2026-01-27,2,11.6,ecommerce,Salesforce
ORD-000423,CUST-0015,SKU-0049,2026-01-27,10,78.0,ecommerce,Salesforce
ORD-000424,CUST-0015,SKU-0010,2026-01-27,2,11.6,ecommerce,Salesforce
ORD-000425,CUST-0015,SKU-0010,2026-01-27,4,23.2,ecommerce,Salesforce
ORD-000427,CUST-0015,SKU-0010,2025-12-20,12,69.6,rep,SAP
ORD-000428,CUST-0015,SKU-0030,2026-03-23,8,18.4,rep,SAP
ORD-000429,CUST-0015,SKU-0050,2025-10-23,18,63.0,ecommerce,Salesforce
ORD-000430,CUST-0015,SKU-0050,2025-12-01,17,59.5,ecommerce,Salesforce
ORD-000431,CUST-0015,SKU-0031,2025-12-01,19,123.5,rep,SAP
ORD-000434,CUST-0015,SKU-0052,2025-12-01,7,35.0,ecommerce,Salesforce
ORD-000435,CUST-0015,SKU-0052,2026-07-22,9,45.0,ecommerce,Salesforce
ORD-000436,CUST-0015,SKU-0006,2026-07-22,13,28.6,ecommerce,Salesforce
ORD-000437,CUST-0015,SKU-0034,2026-07-22,15,33.0,rep,SAP
ORD-000438,CUST-0015,SKU-0038,2026-07-22,17,93.5,rep,SAP
ORD-000439,CUST-0015,SKU-0005,2025-10-22,19,64.6,rep,SAP
ORD-000440,CUST-0015,SKU-0057,2025-10-22,12,90.0,rep,SAP
ORD-000441,CUST-0016,SKU-0006,2026-04-12,9,19.8,ecommerce,Salesforce
ORD-000442,CUST-0016,SKU-0009,2026-04-12,13,123.5,rep,SAP
ORD-000444,CUST-0016,SKU-0050,2026-04-12,16,56.0,rep,SAP
ORD-000445,CUST-0016,SKU-0015,2026-04-12,5,32.5,ecommerce,Salesforce
ORD-000446,CUST-0016,SKU-0039,2026-01-18,3,9.6,ecommerce,Salesforce
ORD-000448,CUST-0016,SKU-0033,2026-01-18,6,27.0,ecommerce,Salesforce
ORD-000449,CUST-0016,SKU-0034,2026-03-01,19,41.8,ecommerce,Salesforce
ORD-000450,CUST-0016,SKU-0054,2026-03-01,2,7.6,ecommerce,Salesforce
ORD-000451,CUST-0016,SKU-0042,2026-02-07,13,93.6,ecommerce,Salesforce
ORD-000453,CUST-0016,SKU-0010,2026-04-06,9,52.2,rep,SAP
ORD-000454,CUST-0016,SKU-0009,2026-04-06,6,57.0,rep,SAP
ORD-000455,CUST-0016,SKU-0053,2026-04-06,8,33.6,ecommerce,Salesforce
ORD-000456,CUST-0016,SKU-0053,2026-04-06,1,4.2,ecommerce,Salesforce
ORD-000458,CUST-0016,SKU-0050,2026-08-06,12,42.0,ecommerce,Salesforce
ORD-000460,CUST-0016,SKU-0054,2026-08-06,12,45.6,ecommerce,Salesforce
ORD-000461,CUST-0016,SKU-0009,2025-12-29,11,104.5,rep,SAP
ORD-000462,CUST-0016,SKU-0017,2025-12-29,10,180.0,ecommerce,Salesforce
ORD-000463,CUST-0016,SKU-0052,2025-12-29,13,65.0,ecommerce,Salesforce
ORD-000464,CUST-0016,SKU-0017,2025-08-20,14,252.0,ecommerce,Salesforce
ORD-000465,CUST-0016,SKU-0029,2025-08-20,8,18.4,ecommerce,Salesforce
ORD-000467,CUST-0016,SKU-0012,2025-08-20,10,48.0,ecommerce,Salesforce
ORD-000468,CUST-0016,SKU-0012,2025-12-17,11,52.8,ecommerce,Salesforce
ORD-000469,CUST-0016,SKU-0031,2025-12-17,11,71.5,ecommerce,Salesforce
ORD-000470,CUST-0016,SKU-0039,2025-12-17,2,6.4,rep,SAP
ORD-000471,CUST-0016,SKU-0005,2025-12-17,16,54.4,rep,SAP
ORD-000472,CUST-0016,SKU-0025,2025-12-17,17,59.5,ecommerce,Salesforce
ORD-000474,CUST-0016,SKU-0010,2025-10-23,11,63.8,rep,SAP
ORD-000475,CUST-0016,SKU-0029,2025-09-17,2,4.6,ecommerce,Salesforce
ORD-000476,CUST-0016,SKU-0011,2025-09-17,19,60.8,rep,SAP
ORD-000477,CUST-0016,SKU-0006,2025-09-17,5,11.0,ecommerce,Salesforce
ORD-000478,CUST-0016,SKU-0031,2025-09-17,1,6.5,ecommerce,Salesforce
ORD-000479,CUST-0016,SKU-0049,2026-02-14,17,132.6,ecommerce,Salesforce
ORD-000480,CUST-0016,SKU-0030,2026-06-23,5,11.5,ecommerce,Salesforce
ORD-000481,CUST-0016,SKU-0004,2026-06-23,10,32.0,rep,SAP
ORD-000482,CUST-0017,SKU-0016,2026-06-08,11,132.0,rep,SAP
ORD-000483,CUST-0017,SKU-0011,2026-06-08,13,41.6,ecommerce,Salesforce
ORD-000484,CUST-0017,SKU-0014,2026-06-08,1,5.5,ecommerce,Salesforce
ORD-000485,CUST-0017,SKU-0057,2026-06-08,2,15.0,ecommerce,Salesforce
ORD-000486,CUST-0017,SKU-0040,2026-06-08,2,9.8,ecommerce,Salesforce
ORD-000487,CUST-0017,SKU-0037,2025-10-01,15,46.5,ecommerce,Salesforce
ORD-000488,CUST-0017,SKU-0054,2026-04-06,1,3.8,ecommerce,Salesforce
ORD-000489,CUST-0017,SKU-0013,2026-04-06,14,40.6,rep,SAP
ORD-000490,CUST-0017,SKU-0055,2026-06-19,7,13.3,ecommerce,Salesforce
ORD-000491,CUST-0017,SKU-0045,2026-05-01,6,39.0,ecommerce,Salesforce
ORD-000492,CUST-0017,SKU-0046,2026-05-01,8,92.0,ecommerce,Salesforce
ORD-000493,CUST-0017,SKU-0020,2025-10-02,17,238.0,ecommerce,Salesforce
ORD-000496,CUST-0017,SKU-0017,2025-10-02,14,252.0,rep,SAP
ORD-000497,CUST-0017,SKU-0003,2025-10-02,1,3.9,rep,SAP
ORD-000498,CUST-0017,SKU-0045,2025-11-02,3,19.5,ecommerce,Salesforce
ORD-000499,CUST-0017,SKU-0056,2025-11-02,9,103.5,rep,SAP
ORD-000500,CUST-0017,SKU-0013,2025-11-02,4,11.6,ecommerce,Salesforce
ORD-000501,CUST-0017,SKU-0018,2025-10-27,19,114.0,ecommerce,Salesforce
ORD-000502,CUST-0017,SKU-0057,2026-02-17,5,37.5,ecommerce,Salesforce
ORD-000503,CUST-0017,SKU-0029,2026-02-17,2,4.6,ecommerce,Salesforce
ORD-000504,CUST-0017,SKU-0040,2026-02-17,19,93.1,rep,SAP
ORD-000505,CUST-0017,SKU-0054,2026-07-15,20,76.0,ecommerce,Salesforce
ORD-000506,CUST-0017,SKU-0048,2026-07-15,5,31.0,rep,SAP
ORD-000507,CUST-0017,SKU-0004,2026-07-15,1,3.2,ecommerce,Salesforce
ORD-000508,CUST-0017,SKU-0005,2026-04-04,16,54.4,ecommerce,Salesforce
ORD-000509,CUST-0017,SKU-0016,2026-04-04,18,216.0,ecommerce,Salesforce
ORD-000511,CUST-0017,SKU-0055,2026-04-04,1,1.9,ecommerce,Salesforce
ORD-000512,CUST-0017,SKU-0023,2026-05-19,17,229.5,ecommerce,Salesforce
ORD-000514,CUST-0017,SKU-0040,2026-05-19,16,78.4,rep,SAP
ORD-000516,CUST-0017,SKU-0019,2026-05-19,18,153.0,ecommerce,Salesforce
ORD-000517,CUST-0018,SKU-0054,2025-10-30,14,53.2,ecommerce,Salesforce
ORD-000518,CUST-0018,SKU-0014,2025-10-30,15,82.5,rep,SAP
ORD-000520,CUST-0018,SKU-0040,2025-10-30,5,24.5,rep,SAP
ORD-000521,CUST-0018,SKU-0054,2025-08-31,19,72.2,ecommerce,Salesforce
ORD-000523,CUST-0018,SKU-0040,2025-08-31,20,98.0,rep,SAP
ORD-000525,CUST-0018,SKU-0029,2025-08-31,5,11.5,ecommerce,Salesforce
ORD-000527,CUST-0018,SKU-0022,2026-04-26,20,160.0,rep,SAP
ORD-000528,CUST-0018,SKU-0009,2026-04-26,6,57.0,ecommerce,Salesforce
ORD-000530,CUST-0018,SKU-0017,2026-08-05,14,252.0,rep,SAP
ORD-000531,CUST-0018,SKU-0019,2026-08-05,2,17.0,ecommerce,Salesforce
ORD-000532,CUST-0018,SKU-0045,2026-08-05,5,32.5,rep,SAP
ORD-000533,CUST-0018,SKU-0015,2026-08-05,12,78.0,rep,SAP
ORD-000534,CUST-0018,SKU-0048,2026-07-18,18,111.6,ecommerce,Salesforce
ORD-000535,CUST-0018,SKU-0045,2026-07-18,10,65.0,ecommerce,Salesforce
ORD-000536,CUST-0018,SKU-0046,2026-07-18,18,207.0,ecommerce,Salesforce
ORD-000537,CUST-0018,SKU-0014,2026-07-18,12,66.0,rep,SAP
ORD-000539,CUST-0018,SKU-0048,2025-09-14,17,105.4,ecommerce,Salesforce
ORD-000540,CUST-0018,SKU-0013,2025-09-14,6,17.4,ecommerce,Salesforce
ORD-000541,CUST-0018,SKU-0010,2026-01-23,2,11.6,ecommerce,Salesforce
ORD-000542,CUST-0018,SKU-0040,2026-01-23,10,49.0,ecommerce,Salesforce
ORD-000543,CUST-0018,SKU-0017,2026-01-23,17,306.0,ecommerce,Salesforce
ORD-000544,CUST-0018,SKU-0016,2026-01-23,14,168.0,ecommerce,Salesforce
ORD-000545,CUST-0019,SKU-0046,2025-11-28,10,115.0,ecommerce,Salesforce
ORD-000546,CUST-0019,SKU-0057,2025-11-28,1,7.5,ecommerce,Salesforce
ORD-000547,CUST-0019,SKU-0016,2025-12-08,2,24.0,ecommerce,Salesforce
ORD-000548,CUST-0019,SKU-0008,2025-12-08,13,27.3,ecommerce,Salesforce
ORD-000549,CUST-0019,SKU-0057,2025-12-08,12,90.0,ecommerce,Salesforce
ORD-000551,CUST-0019,SKU-0040,2025-12-08,1,4.9,ecommerce,Salesforce
ORD-000554,CUST-0019,SKU-0017,2026-07-24,2,36.0,ecommerce,Salesforce
ORD-000555,CUST-0019,SKU-0036,2026-07-24,3,9.9,ecommerce,Salesforce
ORD-000556,CUST-0019,SKU-0018,2025-12-17,14,84.0,ecommerce,Salesforce
ORD-000558,CUST-0019,SKU-0015,2025-12-17,10,65.0,rep,SAP
ORD-000559,CUST-0019,SKU-0048,2025-12-17,13,80.6,rep,SAP
ORD-000560,CUST-0019,SKU-0018,2025-10-26,18,108.0,ecommerce,Salesforce
ORD-000561,CUST-0019,SKU-0054,2025-10-26,12,45.6,rep,SAP
ORD-000562,CUST-0019,SKU-0010,2025-10-26,4,23.2,ecommerce,Salesforce
ORD-000563,CUST-0019,SKU-0015,2025-10-26,10,65.0,ecommerce,Salesforce
ORD-000565,CUST-0019,SKU-0057,2025-10-18,9,67.5,ecommerce,Salesforce
ORD-000567,CUST-0019,SKU-0023,2026-05-15,3,40.5,ecommerce,Salesforce
ORD-000568,CUST-0019,SKU-0046,2026-05-15,5,57.5,ecommerce,Salesforce
ORD-000569,CUST-0019,SKU-0022,2026-05-15,11,88.0,ecommerce,Salesforce
ORD-000570,CUST-0019,SKU-0040,2026-05-15,5,24.5,ecommerce,Salesforce
ORD-000571,CUST-0019,SKU-0014,2026-01-15,8,44.0,rep,SAP
ORD-000572,CUST-0019,SKU-0013,2026-01-15,11,31.9,rep,SAP
ORD-000573,CUST-0019,SKU-0056,2026-01-15,18,207.0,ecommerce,Salesforce
ORD-000574,CUST-0019,SKU-0013,2026-01-15,18,52.2,ecommerce,Salesforce
ORD-000575,CUST-0019,SKU-0058,2026-06-23,1,5.2,rep,SAP
ORD-000576,CUST-0020,SKU-0014,2026-05-30,2,11.0,ecommerce,Salesforce
ORD-000577,CUST-0020,SKU-0031,2026-05-30,5,32.5,ecommerce,Salesforce
ORD-000578,CUST-0020,SKU-0047,2026-05-30,10,128.0,ecommerce,Salesforce
ORD-000580,CUST-0020,SKU-0009,2026-06-17,15,142.5,ecommerce,Salesforce
ORD-000581,CUST-0020,SKU-0055,2026-06-17,12,22.8,ecommerce,Salesforce
ORD-000582,CUST-0020,SKU-0019,2025-12-03,7,59.5,ecommerce,Salesforce
ORD-000583,CUST-0020,SKU-0057,2026-02-21,2,15.0,ecommerce,Salesforce
ORD-000584,CUST-0020,SKU-0054,2026-02-21,9,34.2,rep,SAP
ORD-000585,CUST-0020,SKU-0037,2026-02-21,13,40.3,ecommerce,Salesforce
ORD-000587,CUST-0020,SKU-0056,2026-04-28,16,184.0,rep,SAP
ORD-000588,CUST-0020,SKU-0029,2026-04-28,6,13.8,ecommerce,Salesforce
ORD-000589,CUST-0020,SKU-0021,2026-04-28,6,43.2,ecommerce,Salesforce
ORD-000590,CUST-0020,SKU-0037,2026-04-28,11,34.1,rep,SAP
ORD-000591,CUST-0020,SKU-0037,2026-04-09,1,3.1,ecommerce,Salesforce
ORD-000592,CUST-0020,SKU-0060,2026-04-09,2,9.0,rep,SAP
ORD-000593,CUST-0020,SKU-0060,2026-04-09,13,58.5,ecommerce,Salesforce
ORD-000594,CUST-0020,SKU-0054,2026-04-09,10,38.0,rep,SAP
ORD-000595,CUST-0020,SKU-0011,2026-06-13,8,25.6,rep,SAP
ORD-000596,CUST-0020,SKU-0053,2026-06-13,6,25.2,ecommerce,Salesforce
ORD-000597,CUST-0020,SKU-0017,2026-06-13,15,270.0,ecommerce,Salesforce
ORD-000600,CUST-0020,SKU-0040,2026-04-22,4,19.6,ecommerce,Salesforce
ORD-000601,CUST-0020,SKU-0035,2026-04-22,1,2.3,rep,SAP
ORD-000602,CUST-0020,SKU-0018,2026-04-22,12,72.0,rep,SAP
ORD-000604,CUST-0020,SKU-0054,2026-03-14,19,72.2,ecommerce,Salesforce
ORD-000605,CUST-0020,SKU-0006,2026-04-08,10,22.0,ecommerce,Salesforce
